"gene","MoransI_observed","MoransI_p.value","MoransI_p.adj"
"AT3G24240",NA,NA,NA
"AT3G24255",NA,NA,NA
"AMT1%3B3",NA,NA,NA
"AtSec20",NA,NA,NA
"MSH1",NA,NA,NA
"CHR40",NA,NA,NA
"SYP32",NA,NA,NA
"AT3G24360",NA,NA,NA
"AT3G24420",NA,NA,NA
"HCF101",NA,NA,NA
"VRN5",NA,NA,NA
"AT3G24450",NA,NA,NA
"AT3G24463",NA,NA,NA
"AT3G24490",NA,NA,NA
"MSH7",NA,NA,NA
"MBF1C",NA,NA,NA
"ALDH2C4",NA,NA,NA
"AT3G24506",NA,NA,NA
"UBC37",NA,NA,NA
"AT3G24518",NA,NA,NA
"HSFC1",NA,NA,NA
"AT3G24530",NA,NA,NA
"AT3G24535",NA,NA,NA
"PERK1",NA,NA,NA
"RSY3",NA,NA,NA
"AT3G24570",NA,NA,NA
"PLSP1",NA,NA,NA
"AT3G04775",NA,NA,NA
"TRM34",NA,NA,NA
"TMKL1",NA,NA,NA
"AT3G24670",NA,NA,NA
"AT3G24715",NA,NA,NA
"AT3G24730",NA,NA,NA
"AT3G24740",NA,NA,NA
"AT3G24750",NA,NA,NA
"AT3G24760",NA,NA,NA
"CLE41",NA,NA,NA
"PRT1",NA,NA,NA
"ICK3",NA,NA,NA
"AT3G24820",NA,NA,NA
"AT3G24830",NA,NA,NA
"AT3G24840",NA,NA,NA
"AT3G24860",NA,NA,NA
"AT3G24880",NA,NA,NA
"VAMP728",NA,NA,NA
"RLP39",NA,NA,NA
"AT3G24929",NA,NA,NA
"RLP40",NA,NA,NA
"AT3G25013",NA,NA,NA
"AT3G25030",NA,NA,NA
"ERD2B",NA,NA,NA
"AT3G25060",NA,NA,NA
"RIN4",NA,NA,NA
"CDC45",NA,NA,NA
"FaTA",NA,NA,NA
"AT3G25120",NA,NA,NA
"AT3G25130",NA,NA,NA
"QUA1",NA,NA,NA
"AT3G25150",NA,NA,NA
"AT3G25210",NA,NA,NA
"FKBP15-1",NA,NA,NA
"AT3G25221",NA,NA,NA
"ROF1",NA,NA,NA
"AGC2-1",NA,NA,NA
"AT3G25290",NA,NA,NA
"AT3G25400",NA,NA,NA
"AT3G25410",NA,NA,NA
"AT3G25430",NA,NA,NA
"LOH1",NA,NA,NA
"AT3G25470",NA,NA,NA
"AT3G25480",NA,NA,NA
"AFH1",NA,NA,NA
"ATL5",NA,NA,NA
"GLYR1",NA,NA,NA
"LAG1",NA,NA,NA
"AT3G25545",NA,NA,NA
"NIK2",NA,NA,NA
"AT3G25570",NA,NA,NA
"AT3G25580",NA,NA,NA
"AAPT2",NA,NA,NA
"AT3G25590",NA,NA,NA
"AT3G25597",NA,NA,NA
"AT3G25600",NA,NA,NA
"AT3G25610",NA,NA,NA
"IDL1",NA,NA,NA
"AT3G25660",NA,NA,NA
"AT3G25670",NA,NA,NA
"AT3G25680",NA,NA,NA
"CHUP1",NA,NA,NA
"AT3G25700",NA,NA,NA
"BHLH32",NA,NA,NA
"EDF3",NA,NA,NA
"MAP1B",NA,NA,NA
"AOC1",NA,NA,NA
"AOC2",NA,NA,NA
"AOC3",NA,NA,NA
"AT3G25790",NA,NA,NA
"PP2AA2",NA,NA,NA
"AT3G25805",NA,NA,NA
"AT3G25840",NA,NA,NA
"LTA2",NA,NA,NA
"AT3G25870",NA,NA,NA
"CRF11",NA,NA,NA
"HMT-1",NA,NA,NA
"CLE27",NA,NA,NA
"AT3G25910",NA,NA,NA
"RPL15",NA,NA,NA
"AT3G25940",NA,NA,NA
"AT3G25970",NA,NA,NA
"MAD2",NA,NA,NA
"AT3G25990",NA,NA,NA
"AT3G26000",NA,NA,NA
"AT3G26020",NA,NA,NA
"ATB' DELTA",NA,NA,NA
"AT3G26040",NA,NA,NA
"PRXQ",NA,NA,NA
"AT3G26070",NA,NA,NA
"AT3G26080",NA,NA,NA
"AT3G26085",NA,NA,NA
"RGS1",NA,NA,NA
"AT3G26100",NA,NA,NA
"AT3G26115",NA,NA,NA
"TEL1",NA,NA,NA
"AT3G04975",NA,NA,NA
"AT3G26135",NA,NA,NA
"CYP71B20",NA,NA,NA
"CYP71B23",NA,NA,NA
"AT3G26235",NA,NA,NA
"AT3G26240",NA,NA,NA
"CYP71B26",NA,NA,NA
"CYP71B34",NA,NA,NA
"CYP71B36",NA,NA,NA
"CYP71B37",NA,NA,NA
"AT3G26340",NA,NA,NA
"AT3G26350",NA,NA,NA
"AT3G26360",NA,NA,NA
"AT3G26370",NA,NA,NA
"AT3G26380",NA,NA,NA
"AT3G26395",NA,NA,NA
"EIF4B1",NA,NA,NA
"TRM11",NA,NA,NA
"ATRZ-1A",NA,NA,NA
"AT3G26440",NA,NA,NA
"AT3G26450",NA,NA,NA
"AT3G26480",NA,NA,NA
"AT3G26510",NA,NA,NA
"TIP2",NA,NA,NA
"AT3G26550",NA,NA,NA
"AT3G26560",NA,NA,NA
"PHT2%3B1",NA,NA,NA
"AT3G26580",NA,NA,NA
"AT3G26590",NA,NA,NA
"ARO4",NA,NA,NA
"ERF1-3",NA,NA,NA
"AT3G26630",NA,NA,NA
"LWD2",NA,NA,NA
"GAPA",NA,NA,NA
"AT3G26670",NA,NA,NA
"SNM1",NA,NA,NA
"NUDX13",NA,NA,NA
"AT3G26700",NA,NA,NA
"CCB1",NA,NA,NA
"AT3G26720",NA,NA,NA
"AT3G26730",NA,NA,NA
"CCL",NA,NA,NA
"ICE1",NA,NA,NA
"AT3G26750",NA,NA,NA
"AT3G26760",NA,NA,NA
"AT3G26770",NA,NA,NA
"MEF14",NA,NA,NA
"AT3G26782",NA,NA,NA
"AFB2",NA,NA,NA
"AT3G26850",NA,NA,NA
"AT3G26890",NA,NA,NA
"SKL1",NA,NA,NA
"AT3G26910",NA,NA,NA
"AT3G26920",NA,NA,NA
"AT3G26922",NA,NA,NA
"DRB3",NA,NA,NA
"AT3G26935",NA,NA,NA
"AT3G26950",NA,NA,NA
"AT3G26960",NA,NA,NA
"MUB4",NA,NA,NA
"AT3G26990",NA,NA,NA
"ARP2",NA,NA,NA
"TCP20",NA,NA,NA
"YSL6",NA,NA,NA
"AT3G27027",NA,NA,NA
"AT3G27030",NA,NA,NA
"AT3G27050",NA,NA,NA
"TSO2",NA,NA,NA
"TOM20-3",NA,NA,NA
"AT3G27090",NA,NA,NA
"AT3G27100",NA,NA,NA
"AT3G27110",NA,NA,NA
"AT3G27150",NA,NA,NA
"GHS1",NA,NA,NA
"CLC-B",NA,NA,NA
"AT3G27180",NA,NA,NA
"UKL2",NA,NA,NA
"AT3G27200",NA,NA,NA
"AT3G27210",NA,NA,NA
"AT3G27220",NA,NA,NA
"AT3G27230",NA,NA,NA
"AT3G27240",NA,NA,NA
"GTE8",NA,NA,NA
"PHB4",NA,NA,NA
"AT3G27290",NA,NA,NA
"G6PD5",NA,NA,NA
"PUX1",NA,NA,NA
"AT3G27320",NA,NA,NA
"AT3G27325",NA,NA,NA
"AT3G27330",NA,NA,NA
"AT3G27340",NA,NA,NA
"AT3G27350",NA,NA,NA
"AT3G27355",NA,NA,NA
"AT3G27360",NA,NA,NA
"SDH2-1",NA,NA,NA
"AT3G27390",NA,NA,NA
"AT3G27400",NA,NA,NA
"AT3G27415",NA,NA,NA
"AT3G27420",NA,NA,NA
"PBB1",NA,NA,NA
"UKL5",NA,NA,NA
"SGF29a",NA,NA,NA
"AT3G27470",NA,NA,NA
"AT3G27473",NA,NA,NA
"AT3G27475",NA,NA,NA
"AT3G27480",NA,NA,NA
"AT3G27500",NA,NA,NA
"AT3G27510",NA,NA,NA
"AT3G27520",NA,NA,NA
"GC6",NA,NA,NA
"AT3G27540",NA,NA,NA
"AT3G27550",NA,NA,NA
"ATN1",NA,NA,NA
"AT3G27570",NA,NA,NA
"ATPK7",NA,NA,NA
"AT3G27610",NA,NA,NA
"AOX1C",NA,NA,NA
"AT3G27640",NA,NA,NA
"LBD25",NA,NA,NA
"RST1",NA,NA,NA
"LHCB2.3",NA,NA,NA
"AT3G27700",NA,NA,NA
"CARA",NA,NA,NA
"AT3G05285",NA,NA,NA
"EMB3123",NA,NA,NA
"AT3G27770",NA,NA,NA
"MDAR4",NA,NA,NA
"RPL12-A",NA,NA,NA
"RPL12-C",NA,NA,NA
"AT3G27870",NA,NA,NA
"AT3G27880",NA,NA,NA
"NQR.1",NA,NA,NA
"AT3G27900",NA,NA,NA
"AT3G27906",NA,NA,NA
"DEG1",NA,NA,NA
"AT3G27930",NA,NA,NA
"LBD26",NA,NA,NA
"AT3G27950",NA,NA,NA
"KLCR2",NA,NA,NA
"AT3G27990",NA,NA,NA
"UVH3",NA,NA,NA
"AT3G28040",NA,NA,NA
"UMAMIT41",NA,NA,NA
"UMAMIT46",NA,NA,NA
"UMAMIT44",NA,NA,NA
"AT3G28140",NA,NA,NA
"CSLC04",NA,NA,NA
"AT3G28200",NA,NA,NA
"AT3G28270",NA,NA,NA
"GATL10",NA,NA,NA
"AT3G28370",NA,NA,NA
"AT3G28430",NA,NA,NA
"AT3G28450",NA,NA,NA
"CLE25",NA,NA,NA
"AT3G28460",NA,NA,NA
"AT3G28480",NA,NA,NA
"AT3G28550",NA,NA,NA
"AT3G28650",NA,NA,NA
"AT3G28660",NA,NA,NA
"AT3G28670",NA,NA,NA
"AT3G28690",NA,NA,NA
"AT3G28700",NA,NA,NA
"AT3G28710",NA,NA,NA
"AT3G28715",NA,NA,NA
"AT3G28720",NA,NA,NA
"HMG",NA,NA,NA
"CYP81D11",NA,NA,NA
"AT3G28750",NA,NA,NA
"AT3G28760",NA,NA,NA
"AT3G28850",NA,NA,NA
"ABCB19",NA,NA,NA
"AT3G28900",NA,NA,NA
"MYB30",NA,NA,NA
"HB34",NA,NA,NA
"AIG2",NA,NA,NA
"AT3G28940",NA,NA,NA
"AT3G28950",NA,NA,NA
"AT3G28956",NA,NA,NA
"AAR3",NA,NA,NA
"AT3G29000",NA,NA,NA
"AT3G29010",NA,NA,NA
"EXPA5",NA,NA,NA
"AT3G29034",NA,NA,NA
"NAC3.1",NA,NA,NA
"AT3G05655",NA,NA,NA
"AT3G29075",NA,NA,NA
"PME31",NA,NA,NA
"VTI13",NA,NA,NA
"AT3G29130",NA,NA,NA
"KIN11",NA,NA,NA
"AT3G29170",NA,NA,NA
"AT3G29180",NA,NA,NA
"AT3G29185",NA,NA,NA
"CM1",NA,NA,NA
"AT3G29230",NA,NA,NA
"AT3G29240",NA,NA,NA
"SDR4",NA,NA,NA
"AT3G29270",NA,NA,NA
"AT3G29280",NA,NA,NA
"emb2076",NA,NA,NA
"AT3G29310",NA,NA,NA
"PHS1.1",NA,NA,NA
"AT3G29330",NA,NA,NA
"AHP2.1",NA,NA,NA
"UGD2",NA,NA,NA
"P1R3",NA,NA,NA
"AT3G29375",NA,NA,NA
"RIK",NA,NA,NA
"EXO70E1",NA,NA,NA
"AFP3",NA,NA,NA
"AT5MAT",NA,NA,NA
"AT3G05945",NA,NA,NA
"AT3G29760",NA,NA,NA
"MES11",NA,NA,NA
"RALFL27",NA,NA,NA
"COBL2",NA,NA,NA
"BR6OX2",NA,NA,NA
"AT3G30300",NA,NA,NA
"AT3G30305",NA,NA,NA
"RGF4",NA,NA,NA
"AT3G30380",NA,NA,NA
"AT3G30390",NA,NA,NA
"ERD5",NA,NA,NA
"AT3G30841",NA,NA,NA
"AT3G32930",NA,NA,NA
"AT3G32940",NA,NA,NA
"AT3G32980",NA,NA,NA
"AT3G33530",NA,NA,NA
"ARP6",NA,NA,NA
"AT3G06355",NA,NA,NA
"AT3G42050",NA,NA,NA
"AT3G42150",NA,NA,NA
"DAYSLEEPER",NA,NA,NA
"AT3G42180",NA,NA,NA
"AT3G42630",NA,NA,NA
"HA8",NA,NA,NA
"AT3G42660",NA,NA,NA
"CHR38",NA,NA,NA
"AT3G42725",NA,NA,NA
"AL3",NA,NA,NA
"AT3G42800",NA,NA,NA
"AT3G42860",NA,NA,NA
"AT3G42950",NA,NA,NA
"AT3G43110",NA,NA,NA
"SUS4",NA,NA,NA
"TES",NA,NA,NA
"AT3G43220",NA,NA,NA
"AT3G43230",NA,NA,NA
"AT3G43240",NA,NA,NA
"AT3G43270",NA,NA,NA
"ATMIN7",NA,NA,NA
"AT3G43430",NA,NA,NA
"JAZ11",NA,NA,NA
"AT3G43520",NA,NA,NA
"AT3G43540",NA,NA,NA
"AT3G43580",NA,NA,NA
"AT3G43590",NA,NA,NA
"AAO2",NA,NA,NA
"AT3G43610",NA,NA,NA
"AT3G43670",NA,NA,NA
"BPM6",NA,NA,NA
"LTPG2",NA,NA,NA
"AT3G43740",NA,NA,NA
"ZIFL2",NA,NA,NA
"GSTU27",NA,NA,NA
"CAM7",NA,NA,NA
"AT3G43840",NA,NA,NA
"AT3G43850",NA,NA,NA
"DCL3",NA,NA,NA
"AT3G43960",NA,NA,NA
"AT3G43980",NA,NA,NA
"AT3G44010",NA,NA,NA
"AT3G44020",NA,NA,NA
"AT3G44050",NA,NA,NA
"AT3G44100",NA,NA,NA
"J3",NA,NA,NA
"AT3G44150",NA,NA,NA
"AT3G44160",NA,NA,NA
"AT3G44190",NA,NA,NA
"NEK6",NA,NA,NA
"AT3G44220",NA,NA,NA
"CAF1a",NA,NA,NA
"AT3G44280",NA,NA,NA
"NIT2",NA,NA,NA
"NIT1",NA,NA,NA
"NIT3",NA,NA,NA
"AT3G44330",NA,NA,NA
"CEF",NA,NA,NA
"AT3G44370",NA,NA,NA
"AT3G44380",NA,NA,NA
"AT3G44400",NA,NA,NA
"AT3G44430",NA,NA,NA
"AT3G44450",NA,NA,NA
"RPP1",NA,NA,NA
"AT3G44510",NA,NA,NA
"HIRA",NA,NA,NA
"AT3G44590",NA,NA,NA
"CYP71",NA,NA,NA
"AT3G44610",NA,NA,NA
"AT3G44620",NA,NA,NA
"AT3G44630",NA,NA,NA
"AT3G44670",NA,NA,NA
"HDA9",NA,NA,NA
"AT3G44695",NA,NA,NA
"AT3G44703",NA,NA,NA
"AT3G44710",NA,NA,NA
"AT3G44716",NA,NA,NA
"ADT4",NA,NA,NA
"KP1",NA,NA,NA
"PSK3",NA,NA,NA
"AT3G44740",NA,NA,NA
"AT3G44820",NA,NA,NA
"AT3G44850",NA,NA,NA
"ACD1",NA,NA,NA
"RPL9",NA,NA,NA
"CHX4",NA,NA,NA
"AT3G44940",NA,NA,NA
"AT3G44960",NA,NA,NA
"XTH31",NA,NA,NA
"scpl48",NA,NA,NA
"AT3G45020",NA,NA,NA
"AT3G45030",NA,NA,NA
"AT3G45040",NA,NA,NA
"AT3G45050",NA,NA,NA
"NRT2.6",NA,NA,NA
"AT3G45090",NA,NA,NA
"SETH2",NA,NA,NA
"AT3G45190",NA,NA,NA
"AT3G45210",NA,NA,NA
"AT3G45230",NA,NA,NA
"GRIK1",NA,NA,NA
"AT3G45260",NA,NA,NA
"IVD",NA,NA,NA
"AT3G45310",NA,NA,NA
"AT3G45400",NA,NA,NA
"AT3G45420",NA,NA,NA
"AT3G45430",NA,NA,NA
"AT3G45440",NA,NA,NA
"AT3G45443",NA,NA,NA
"SEN1",NA,NA,NA
"TET3",NA,NA,NA
"DOF6",NA,NA,NA
"AT3G45620",NA,NA,NA
"AT3G45630",NA,NA,NA
"MPK3",NA,NA,NA
"NAXT1",NA,NA,NA
"AT3G45660",NA,NA,NA
"AT3G45700",NA,NA,NA
"AT3G45730",NA,NA,NA
"AT3G45740",NA,NA,NA
"AT3G45750",NA,NA,NA
"AT3G45770",NA,NA,NA
"PHOT1",NA,NA,NA
"AT3G45830",NA,NA,NA
"AT3G45850",NA,NA,NA
"AT3G45880",NA,NA,NA
"RUS1",NA,NA,NA
"AT3G45900",NA,NA,NA
"AT3G45930",NA,NA,NA
"EXLA1",NA,NA,NA
"HTB9",NA,NA,NA
"ADF2",NA,NA,NA
"ADF1",NA,NA,NA
"AT3G46020",NA,NA,NA
"HTB11",NA,NA,NA
"RPS15AD",NA,NA,NA
"RABE1c",NA,NA,NA
"HRS1.1",NA,NA,NA
"AT3G46110",NA,NA,NA
"AT3G46150",NA,NA,NA
"UTR5",NA,NA,NA
"NUDT9",NA,NA,NA
"AT3G46210",NA,NA,NA
"AT3G46220",NA,NA,NA
"HSP17.4",NA,NA,NA
"AT3G46280",NA,NA,NA
"HERK1",NA,NA,NA
"AT3G46320",NA,NA,NA
"AT3G46430",NA,NA,NA
"UXS5",NA,NA,NA
"AT3G46450",NA,NA,NA
"UBC13",NA,NA,NA
"AT3G46490",NA,NA,NA
"AT3G46500",NA,NA,NA
"PUB13",NA,NA,NA
"RPP13",NA,NA,NA
"AT3G46540",NA,NA,NA
"SOS5",NA,NA,NA
"TIM9",NA,NA,NA
"MBD5",NA,NA,NA
"TRFL1",NA,NA,NA
"AT3G46600",NA,NA,NA
"AT3G46610",NA,NA,NA
"RTFL4",NA,NA,NA
"RDUF1",NA,NA,NA
"AT3G46630",NA,NA,NA
"PCL1",NA,NA,NA
"AT3G46650",NA,NA,NA
"AT3G46658",NA,NA,NA
"UGT76E12",NA,NA,NA
"AT3G46668",NA,NA,NA
"UGT76E11",NA,NA,NA
"AT3G46700",NA,NA,NA
"AT3G46720",NA,NA,NA
"TOC75-III",NA,NA,NA
"AT3G46760",NA,NA,NA
"PTAC16",NA,NA,NA
"CRR2",NA,NA,NA
"TOPP5",NA,NA,NA
"RABA2c",NA,NA,NA
"AT3G46845",NA,NA,NA
"AT3G46870",NA,NA,NA
"AT3G46920",NA,NA,NA
"AT3G46930",NA,NA,NA
"DUT1",NA,NA,NA
"AT3G46950",NA,NA,NA
"AT3G46960",NA,NA,NA
"PHS2",NA,NA,NA
"PHT4%3B3",NA,NA,NA
"AT3G46990",NA,NA,NA
"AT3G47000",NA,NA,NA
"AT3G47010",NA,NA,NA
"AT3G47040",NA,NA,NA
"ftsh7",NA,NA,NA
"AT3G47070",NA,NA,NA
"AT3G47080",NA,NA,NA
"AT3G47120",NA,NA,NA
"AT3G47160",NA,NA,NA
"AT3G47180",NA,NA,NA
"AT3G47200",NA,NA,NA
"AT3G47210",NA,NA,NA
"PLC9",NA,NA,NA
"PLC8",NA,NA,NA
"AT3G47295",NA,NA,NA
"SELT",NA,NA,NA
"HSD2",NA,NA,NA
"HSD3",NA,NA,NA
"AT3G47370",NA,NA,NA
"AT3G47380",NA,NA,NA
"PHS1.2",NA,NA,NA
"AT3G47400",NA,NA,NA
"G3Pp1",NA,NA,NA
"PEX11B",NA,NA,NA
"NOA1",NA,NA,NA
"ATSMC2",NA,NA,NA
"LHCA4",NA,NA,NA
"AT3G47490",NA,NA,NA
"CDF3",NA,NA,NA
"MDH",NA,NA,NA
"AT3G47530",NA,NA,NA
"AT3G47550",NA,NA,NA
"AT3G47560",NA,NA,NA
"AT3G47570",NA,NA,NA
"AT3G47590",NA,NA,NA
"MYB94",NA,NA,NA
"AT3G47610",NA,NA,NA
"TCP14",NA,NA,NA
"AT3G47630",NA,NA,NA
"PYE",NA,NA,NA
"AT3G47650",NA,NA,NA
"AT3G47670",NA,NA,NA
"AT3G47675",NA,NA,NA
"AT3G47680",NA,NA,NA
"EB1a",NA,NA,NA
"MAG2",NA,NA,NA
"ABCA2",NA,NA,NA
"ABCA3",NA,NA,NA
"ABCA4",NA,NA,NA
"ABCA7",NA,NA,NA
"AT3G47800",NA,NA,NA
"MAG1",NA,NA,NA
"AT3G47830",NA,NA,NA
"SDH7",NA,NA,NA
"AT3G47836",NA,NA,NA
"AT3G47850",NA,NA,NA
"CHL",NA,NA,NA
"AT3G47890",NA,NA,NA
"AT3G47910",NA,NA,NA
"GLDH",NA,NA,NA
"AT3G47940",NA,NA,NA
"HA4",NA,NA,NA
"GTR1",NA,NA,NA
"AT3G47965",NA,NA,NA
"AT3G47980",NA,NA,NA
"SIS3",NA,NA,NA
"ALDH2B4",NA,NA,NA
"AT3G48020",NA,NA,NA
"AT3G48030",NA,NA,NA
"ROP10",NA,NA,NA
"SUO",NA,NA,NA
"AT3G48060",NA,NA,NA
"AT3G48070",NA,NA,NA
"EDS1",NA,NA,NA
"RR5",NA,NA,NA
"EDD1",NA,NA,NA
"AT3G48120",NA,NA,NA
"AT3G48140",NA,NA,NA
"APC8",NA,NA,NA
"DEL1",NA,NA,NA
"ALDH10A9",NA,NA,NA
"AT3G48180",NA,NA,NA
"AT3G48185",NA,NA,NA
"AT3G48187",NA,NA,NA
"ATM",NA,NA,NA
"AT3G48195",NA,NA,NA
"AT3G48200",NA,NA,NA
"AT3G48210",NA,NA,NA
"BIR6",NA,NA,NA
"WNK3",NA,NA,NA
"PIMT1",NA,NA,NA
"CEP2",NA,NA,NA
"CEP3",NA,NA,NA
"BT2",NA,NA,NA
"AT3G48380",NA,NA,NA
"AT3G48410",NA,NA,NA
"AT3G48420",NA,NA,NA
"AT3G48425",NA,NA,NA
"REF6",NA,NA,NA
"AT3G48440",NA,NA,NA
"AT3G48460",NA,NA,NA
"EMB2423",NA,NA,NA
"AT3G48480",NA,NA,NA
"AT3G48490",NA,NA,NA
"PDE312",NA,NA,NA
"KING1",NA,NA,NA
"AT3G48540",NA,NA,NA
"AT3G48550",NA,NA,NA
"CSR1",NA,NA,NA
"AT3G48570",NA,NA,NA
"XTH11",NA,NA,NA
"NF-YC1",NA,NA,NA
"AT3G48600",NA,NA,NA
"NPC6",NA,NA,NA
"AT3G48660",NA,NA,NA
"IDN2",NA,NA,NA
"GAMMA CAL2",NA,NA,NA
"CXE12",NA,NA,NA
"CXE13",NA,NA,NA
"AT3G48710",NA,NA,NA
"DCF",NA,NA,NA
"GSA2",NA,NA,NA
"SWEET11",NA,NA,NA
"CDC2",NA,NA,NA
"AT3G48760",NA,NA,NA
"SPT1",NA,NA,NA
"AT3G48800",NA,NA,NA
"AT3G48810",NA,NA,NA
"AT3G48820",NA,NA,NA
"AT3G48830",NA,NA,NA
"AT3G48835",NA,NA,NA
"AT3G48860",NA,NA,NA
"HSP93-III",NA,NA,NA
"AT3G48880",NA,NA,NA
"MAPR3",NA,NA,NA
"AT3G48900",NA,NA,NA
"EMB1080",NA,NA,NA
"AT3G48970",NA,NA,NA
"AT3G48980",NA,NA,NA
"AAE3",NA,NA,NA
"AT3G49000",NA,NA,NA
"BBC1",NA,NA,NA
"AT3G49050",NA,NA,NA
"AT3G49060",NA,NA,NA
"AT3G49080",NA,NA,NA
"AT3G49100",NA,NA,NA
"PRXCB",NA,NA,NA
"AT3G49140",NA,NA,NA
"AT3G49142",NA,NA,NA
"AT3G49160",NA,NA,NA
"EMB2261",NA,NA,NA
"RID3",NA,NA,NA
"AT3G49190",NA,NA,NA
"AT3G49210",NA,NA,NA
"AT3G49220",NA,NA,NA
"DMS3",NA,NA,NA
"emb1796",NA,NA,NA
"iqd21",NA,NA,NA
"ABIL2",NA,NA,NA
"AT3G49310",NA,NA,NA
"AT3G49320",NA,NA,NA
"AT3G49350",NA,NA,NA
"PGL2",NA,NA,NA
"AT3G49370",NA,NA,NA
"iqd15",NA,NA,NA
"CID10",NA,NA,NA
"AT3G49400",NA,NA,NA
"AT3G49410",NA,NA,NA
"AT3G49420",NA,NA,NA
"SR34a",NA,NA,NA
"NACA2",NA,NA,NA
"AT3G49490",NA,NA,NA
"RDR6",NA,NA,NA
"NAC062",NA,NA,NA
"AT3G49550",NA,NA,NA
"AT3G49560",NA,NA,NA
"ATG13",NA,NA,NA
"UBP26",NA,NA,NA
"AT3G49601",NA,NA,NA
"AT3G49630",NA,NA,NA
"AT3G49640",NA,NA,NA
"AT3G49645",NA,NA,NA
"AT3G49650",NA,NA,NA
"WDR5a",NA,NA,NA
"BAM2",NA,NA,NA
"BCAT3",NA,NA,NA
"AT3G49710",NA,NA,NA
"AT3G49720",NA,NA,NA
"AT3G49725",NA,NA,NA
"AT3G49730",NA,NA,NA
"AT3G49740",NA,NA,NA
"RLP44",NA,NA,NA
"PSK4",NA,NA,NA
"AT3G49790",NA,NA,NA
"AT3G49800",NA,NA,NA
"AT3G49810",NA,NA,NA
"AT3G49820",NA,NA,NA
"AT3G49840",NA,NA,NA
"WIH3",NA,NA,NA
"TRB3",NA,NA,NA
"ARLA1C",NA,NA,NA
"AT3G49880",NA,NA,NA
"AT3G49890",NA,NA,NA
"AT3G49900",NA,NA,NA
"AT3G49910",NA,NA,NA
"VDAC5",NA,NA,NA
"LBD38",NA,NA,NA
"AT3G49950",NA,NA,NA
"AT3G49960",NA,NA,NA
"AT3G49990",NA,NA,NA
"CKA2",NA,NA,NA
"AT3G50010",NA,NA,NA
"AT3G50040",NA,NA,NA
"AT3G50050",NA,NA,NA
"MYB77",NA,NA,NA
"CYCD3%3B3",NA,NA,NA
"VFB2",NA,NA,NA
"SDN1",NA,NA,NA
"PEN3.1",NA,NA,NA
"AT3G50130",NA,NA,NA
"AT3G50190",NA,NA,NA
"AT3G50200",NA,NA,NA
"AT3G50210",NA,NA,NA
"AT3G50230",NA,NA,NA
"KICP-02",NA,NA,NA
"CEJ1",NA,NA,NA
"AT3G50270",NA,NA,NA
"AT3G50280",NA,NA,NA
"AT3G50300",NA,NA,NA
"HEC2",NA,NA,NA
"AT3G50340",NA,NA,NA
"AT3G50350",NA,NA,NA
"CEN2",NA,NA,NA
"AT3G50370",NA,NA,NA
"AT3G50380",NA,NA,NA
"OBP1",NA,NA,NA
"AT3G50420",NA,NA,NA
"AT3G50430",NA,NA,NA
"MES10",NA,NA,NA
"HR3",NA,NA,NA
"HR4",NA,NA,NA
"SNRK2.2",NA,NA,NA
"AT3G50520",NA,NA,NA
"CRK",NA,NA,NA
"AT3G50550",NA,NA,NA
"AT3G50590",NA,NA,NA
"AT3G50620",NA,NA,NA
"KRP2",NA,NA,NA
"AT3G50640",NA,NA,NA
"DWF4",NA,NA,NA
"U1-70K",NA,NA,NA
"AT3G50685",NA,NA,NA
"AT3G50690",NA,NA,NA
"IDD2",NA,NA,NA
"UGT72E1",NA,NA,NA
"BEH1",NA,NA,NA
"GATL2",NA,NA,NA
"AT3G50780",NA,NA,NA
"AT3G50790",NA,NA,NA
"AT3G50800",NA,NA,NA
"AT3G50810",NA,NA,NA
"PSBO2",NA,NA,NA
"COR413-PM2",NA,NA,NA
"AT3G50840",NA,NA,NA
"AT3G50845",NA,NA,NA
"AT3G50850",NA,NA,NA
"AT3G50860",NA,NA,NA
"MNP",NA,NA,NA
"AT3G50880",NA,NA,NA
"HB28",NA,NA,NA
"AT3G50900",NA,NA,NA
"AT3G50910",NA,NA,NA
"LPPepsilon1",NA,NA,NA
"BCS1",NA,NA,NA
"AT3G50940",NA,NA,NA
"ZAR1",NA,NA,NA
"PLP3a",NA,NA,NA
"LTI30",NA,NA,NA
"XERO1",NA,NA,NA
"AT3G51000",NA,NA,NA
"AT3G51010",NA,NA,NA
"TRX1",NA,NA,NA
"RTH",NA,NA,NA
"AT3G51050",NA,NA,NA
"STY1",NA,NA,NA
"AT3G51075",NA,NA,NA
"GATA6",NA,NA,NA
"AT3G51090",NA,NA,NA
"AT3G51100",NA,NA,NA
"AT3G51110",NA,NA,NA
"AT3G51120",NA,NA,NA
"AT3G51130",NA,NA,NA
"AT3G51140",NA,NA,NA
"AT3G51150",NA,NA,NA
"MUR1",NA,NA,NA
"AT3G51180",NA,NA,NA
"AT3G51220",NA,NA,NA
"AT3G51230",NA,NA,NA
"F3H",NA,NA,NA
"AT3G51250",NA,NA,NA
"PAD1",NA,NA,NA
"AT3G51270",NA,NA,NA
"AT3G51280",NA,NA,NA
"AT3G51290",NA,NA,NA
"VPS35C",NA,NA,NA
"AT3G51320",NA,NA,NA
"AT3G51330",NA,NA,NA
"AT3G51340",NA,NA,NA
"AT3G51350",NA,NA,NA
"AT3G51370",NA,NA,NA
"AT3G51390",NA,NA,NA
"AT3G51410",NA,NA,NA
