"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MYC2",2.0130872298152e-10,-8.64925619627529,0,0.067,3.5937633226661e-06,"0","MYC2"
"MTR4",2.01308783943187e-10,-8.44738113111436,0,0.067,3.59376441095378e-06,"0","MTR4"
"MYB66",2.01308783943187e-10,-8.76317563259642,0,0.067,3.59376441095378e-06,"0","MYB66"
"AT5G27760",2.03995438674731e-10,-1.49576043807245,0.003,0.075,3.6417265712213e-06,"0","AT5G27760"
"XPL1",2.0542644693022e-10,-0.642528950073157,0.017,0.105,3.66727293059828e-06,"0","XPL1"
"RCE1",2.06328504160019e-10,-0.971565824320093,0.009,0.087,3.68337645626466e-06,"0","RCE1"
"LPD1",2.0774620644289e-10,-1.11600181361,0.009,0.087,3.70868527741847e-06,"0","LPD1"
"AT4G23885",2.07788727940067e-10,-2.56344440881005,0.002,0.071,3.70944437118607e-06,"0","AT4G23885"
"TBL39",2.08246806631913e-10,-2.84590695052946,0.002,0.071,3.71762199199291e-06,"0","TBL39"
"AT1G18740",2.08246865090267e-10,-1.76320319409856,0.002,0.071,3.71762303559145e-06,"0","AT1G18740"
"ENODL8",2.09378197675393e-10,-1.22007041675768,0.009,0.087,3.73781958490112e-06,"0","ENODL8"
"AT5G05210",2.0999351061975e-10,-0.456811370555805,0.009,0.087,3.74880415158377e-06,"0","AT5G05210"
"GPX6",2.14981105409354e-10,-1.4689411944599,0.014,0.098,3.83784269376778e-06,"0","GPX6"
"sks17",2.21554955175911e-10,-0.102559537724528,0.017,0.105,3.95519905980036e-06,"0","sks17"
"AT1G01940",2.30239772539132e-10,-1.03678994543193,0.014,0.098,4.11024041936859e-06,"0","AT1G01940"
"ATU2AF65A",2.30905061537272e-10,0.223892759238578,0.027,0.126,4.12211715856338e-06,"0","ATU2AF65A"
"SCE1",2.335092038101e-10,-0.556003079039284,0.019,0.108,4.16860630641791e-06,"0","SCE1"
"PBG1",2.37161617709693e-10,-0.106282026064248,0.019,0.108,4.23380919935344e-06,"0","PBG1"
"AT5G04830",2.42451480995826e-10,-1.35265106408054,0.007,0.083,4.32824383873749e-06,"0","AT5G04830"
"HTB9",2.43775615686585e-10,0.16589216339009,0.039,0.148,4.35188229123692e-06,"0","HTB9"
"AT4G35850",2.43914470592602e-10,-0.711360648414484,0.007,0.083,4.35436112901913e-06,"0","AT4G35850"
"PBB2",2.46907146782569e-10,-0.94033247069302,0.01,0.09,4.40778638436241e-06,"0","PBB2"
"AT3G13930",2.4714272835537e-10,-0.947851637066189,0.01,0.09,4.41199198660007e-06,"0","AT3G13930"
"AT1G67680",2.53828822932403e-10,-0.863127171748873,0.01,0.09,4.53135214698926e-06,"0","AT1G67680"
"TIM9",2.53828929662996e-10,-0.530764262716711,0.01,0.09,4.5313540523438e-06,"0","TIM9"
"emb1507",2.5625939426454e-10,-0.458897423138526,0.01,0.09,4.57474270641056e-06,"0","emb1507"
"BTI3",2.57237931287069e-10,-0.544532645417478,0.01,0.09,4.59221154933676e-06,"0","BTI3"
"SBP1.1",2.59912648071917e-10,0.333032988859624,0.021,0.112,4.63996059337986e-06,"0","SBP1.1"
"AT1G17130",2.62231922242605e-10,-2.39134697388025,0.005,0.078,4.68136427587499e-06,"0","AT1G17130"
"AT3G17160",2.66045628906443e-10,-1.72254511445836,0.005,0.078,4.74944656723782e-06,"0","AT3G17160"
"AT1G01300",2.68249153758405e-10,-1.53269068066614,0.005,0.078,4.78878389289505e-06,"0","AT1G01300"
"AT4G15160",2.68802681721001e-10,-1.41362110718116,0.005,0.078,4.7986654740833e-06,"0","AT4G15160"
"bZIP44",2.68802813953065e-10,-0.964019510896216,0.005,0.078,4.79866783469012e-06,"0","bZIP44"
"TOM1",2.79817932323427e-10,-0.804285293243162,0.012,0.093,4.99530972783781e-06,"0","TOM1"
"AT5G04750",2.84731349470738e-10,-1.55836417485073,0.009,0.086,5.08302405075161e-06,"0","AT5G04750"
"CRL1",2.84999274906256e-10,-8.79139873706556,0,0.065,5.08780705562648e-06,"0","CRL1"
"AT4G27280",2.84999361128801e-10,-8.70262039154468,0,0.065,5.08780859487135e-06,"0","AT4G27280"
"AT5G25940",2.84999361128801e-10,-9.08779474143448,0,0.065,5.08780859487135e-06,"0","AT5G25940"
"SAD1",2.85235059573211e-10,-2.15996800780701,0.003,0.074,5.09201628350096e-06,"0","SAD1"
"AT3G56130",2.87671528914315e-10,-1.59645020493909,0.003,0.074,5.13551213417835e-06,"0","AT3G56130"
"AT5G15610",2.88283814810526e-10,-1.36478043122253,0.003,0.074,5.14644266199751e-06,"0","AT5G15610"
"AT4G34555",2.90979422823785e-10,-0.407213410742183,0.012,0.093,5.19456465625021e-06,"0","AT4G34555"
"AT1G60640",2.94664657354899e-10,-1.56107214090264,0.002,0.07,5.26035346309966e-06,"0","AT1G60640"
"AT4G02400",2.94664657354899e-10,-2.15720828662654,0.002,0.07,5.26035346309966e-06,"0","AT4G02400"
"MSL9",2.94664657354899e-10,-1.8288539145539,0.002,0.07,5.26035346309966e-06,"0","MSL9"
"RABA1b",2.95344814488264e-10,-0.462244796628603,0.012,0.093,5.27249562824449e-06,"0","RABA1b"
"CYT1",3.22621581358957e-10,-0.291204099184705,0.019,0.107,5.7594404704201e-06,"0","CYT1"
"ENO1",3.39176236891726e-10,-0.728117996668578,0.007,0.082,6.05497418099108e-06,"0","ENO1"
"TTL1",3.4019577365106e-10,-0.806336347116777,0.007,0.082,6.07317495121873e-06,"0","TTL1"
"Cpn60beta2",3.41220133407067e-10,0.216546637163429,0.146,0.335,6.09146182158296e-06,"0","Cpn60beta2"
"B ALPHA",3.5549145422719e-10,-0.369359526255486,0.01,0.089,6.3462334408638e-06,"0","B ALPHA"
"PBB1",3.7518317569734e-10,-1.96879517249705,0.005,0.077,6.69777005254891e-06,"0","PBB1"
"GLDP2",3.77623864621486e-10,-0.309009922982007,0.027,0.123,6.74134123122276e-06,"0","GLDP2"
"IPP1",3.78284980810195e-10,-1.51245390329404,0.005,0.077,6.75314347742359e-06,"0","IPP1"
"AT3G27770",3.80399083132988e-10,0.14967853059256,0.022,0.114,6.7908844320901e-06,"0","AT3G27770"
"RPN12a",3.81030219936843e-10,0.251447913819045,0.022,0.114,6.80215148631252e-06,"0","RPN12a"
"PAB1",3.81257306519872e-10,0.184868386446032,0.015,0.1,6.80620543599276e-06,"0","PAB1"
"UBQ11",3.84035372250451e-10,-0.24379771858167,0.033,0.133,6.85579946541506e-06,"0","UBQ11"
"ACLB-1",3.98917706296766e-10,-0.76120478109104,0.012,0.092,7.12147889280986e-06,"0","ACLB-1"
"OXA1",4.00386050866944e-10,-2.19872357978745,0.003,0.073,7.14769178007669e-06,"0","OXA1"
"RER1B",4.00486306617661e-10,-1.42164123652864,0.009,0.085,7.14948154573849e-06,"0","RER1B"
"AT1G07830",4.03351612546332e-10,-8.34843002611124,0,0.064,7.20063298717712e-06,"0","AT1G07830"
"AT1G73620",4.03351612546332e-10,-8.12633366778071,0,0.064,7.20063298717712e-06,"0","AT1G73620"
"GRF7",4.03351612546332e-10,-8.69240497910693,0,0.064,7.20063298717712e-06,"0","GRF7"
"AT3G12860",4.03351612546332e-10,-8.16719594186047,0,0.064,7.20063298717712e-06,"0","AT3G12860"
"AT3G15240",4.03351612546332e-10,-8.37125852253357,0,0.064,7.20063298717712e-06,"0","AT3G15240"
"ATS",4.03351612546332e-10,-8.49607090005131,0,0.064,7.20063298717712e-06,"0","ATS"
"CP1.1",4.04660296817317e-10,-1.00255636078114,0.003,0.073,7.22399561878274e-06,"0","CP1.1"
"RPL3P",4.05520348334132e-10,-1.7059542030282,0.003,0.073,7.23934925846092e-06,"0","RPL3P"
"GRF3",4.07246126296703e-10,-0.746596028886371,0.003,0.073,7.27015784664874e-06,"0","GRF3"
"AT4G28200",4.07246126296703e-10,-1.43996767606486,0.003,0.073,7.27015784664874e-06,"0","AT4G28200"
"BTI2",4.13239068495208e-10,-0.488878940669358,0.012,0.092,7.37714385077646e-06,"0","BTI2"
"AT3G07090",4.14061866246349e-10,-3.31658332847235,0.002,0.069,7.39183243622982e-06,"0","AT3G07090"
"ERD3",4.14973007170866e-10,-3.01778579926713,0.002,0.069,7.40809812401429e-06,"0","ERD3"
"AT1G71730",4.1497323917868e-10,-2.64983176619489,0.002,0.069,7.40810226581779e-06,"0","AT1G71730"
"AT2G28790",4.15886570125676e-10,-2.87631627432293,0.002,0.069,7.42440704988356e-06,"0","AT2G28790"
"AT5G62900",4.15886570125676e-10,-2.92217257906527,0.002,0.069,7.42440704988356e-06,"0","AT5G62900"
"AT1G32920",4.16801863185998e-10,-1.97015047978232,0.002,0.069,7.44074686159643e-06,"0","AT1G32920"
"RPS14",4.16801863185998e-10,-2.83749815735168,0.002,0.069,7.44074686159643e-06,"0","RPS14"
"ACP1",4.16801863185998e-10,-2.13498425702794,0.002,0.069,7.44074686159643e-06,"0","ACP1"
"AT4G15470",4.21211009911277e-10,0.214553927663678,0.034,0.136,7.51945894893611e-06,"0","AT4G15470"
"AT2G37990",4.22100456540073e-10,-0.377612978948898,0.009,0.085,7.53533735015338e-06,"0","AT2G37990"
"PFD3",4.75703726417869e-10,-1.25409954781461,0.007,0.08,8.49226292401179e-06,"0","PFD3"
"AT2G16510",4.77130861608489e-10,-1.29148621900887,0.007,0.08,8.51774014143475e-06,"0","AT2G16510"
"AT4G11380",4.78084715868388e-10,-1.15163127015818,0.007,0.08,8.53476834768247e-06,"0","AT4G11380"
"HTB2",4.78084826099272e-10,-1.14976773186237,0.007,0.08,8.53477031552421e-06,"0","HTB2"
"YKT61",4.79997900246176e-10,-0.863195272094397,0.007,0.08,8.56892251519474e-06,"0","YKT61"
"AT3G62530",4.93418101785506e-10,0.45767470539825,0.062,0.186,8.80849995307485e-06,"0","AT3G62530"
"AT3G62840",5.01763010582245e-10,0.317951435653462,0.021,0.109,8.95747326491424e-06,"0","AT3G62840"
"VEP1",5.04790798137724e-10,-0.41549451580705,0.026,0.119,9.01152532835464e-06,"0","VEP1"
"LEA14",5.13868328192116e-10,-2.27883562713041,0.005,0.076,9.17357739488565e-06,"0","LEA14"
"CAS1",5.19624303081332e-10,-0.115848212558452,0.015,0.099,9.27633305860794e-06,"0","CAS1"
"PYR4",5.2562004985794e-10,-2.10222087001102,0.005,0.076,9.38336913006394e-06,"0","PYR4"
"AT1G48900",5.26160544719771e-10,-1.98675433284322,0.005,0.076,9.39301804433735e-06,"0","AT1G48900"
"ECT2",5.33650647893873e-10,0.301064783523134,0.043,0.151,9.52673136620143e-06,"0","ECT2"
"AT1G07070",5.365312465041e-10,-0.976282158698627,0.005,0.076,9.57815581259119e-06,"0","AT1G07070"
"DPE2",5.68326293762875e-10,0.339821363222566,0.026,0.119,1.01457609962549e-05,"0","DPE2"
"GSTZ1",5.69019731478317e-10,-1.70314089234889,0.003,0.072,1.01581402463509e-05,"0","GSTZ1"
"ADH1",5.70669192470309e-10,-8.6524179251286,0,0.063,1.01875864239799e-05,"0","ADH1"
"EDA7",5.70669192470309e-10,-8.56674022510231,0,0.063,1.01875864239799e-05,"0","EDA7"
"SKB1",5.70669192470309e-10,-8.43071760585756,0,0.063,1.01875864239799e-05,"0","SKB1"
"AT5G24610",5.70669192470309e-10,-8.65758041981244,0,0.063,1.01875864239799e-05,"0","AT5G24610"
"HDA3",5.71438063365488e-10,-2.23648349832204,0.003,0.072,1.02013123072007e-05,"0","HDA3"
"AMT1%3B1",5.73866423162527e-10,-2.06949266456362,0.003,0.072,1.02446633862974e-05,"0","AMT1%3B1"
"AT3G10090",5.75084376175759e-10,-1.36176270731217,0.003,0.072,1.02664062834897e-05,"0","AT3G10090"
"SKIP",5.77310533853709e-10,-0.651478431744687,0.012,0.091,1.03061476503564e-05,"0","SKIP"
"AT5G26830",5.77968738180029e-10,-0.679235791373006,0.009,0.084,1.03178979139899e-05,"0","AT5G26830"
"AT5G15810",5.78530173649363e-10,-0.504952885659311,0.009,0.084,1.03279206599884e-05,"0","AT5G15810"
"AT2G37120",5.79986975963403e-10,-0.14554299638665,0.012,0.091,1.03539274948987e-05,"0","AT2G37120"
"MSRB7",5.85494937215993e-10,-3.62864956548786,0.002,0.068,1.04522556191799e-05,"0","MSRB7"
"PAE2",5.88727486495021e-10,-0.756513951201526,0.009,0.084,1.05099630889091e-05,"0","PAE2"
"AT2G34750",5.92165403642151e-10,-0.270127119713079,0.009,0.084,1.05713367858197e-05,"0","AT2G34750"
"SCAMP5",5.98997278997344e-10,0.418418165927859,0.033,0.132,1.06932994246606e-05,"0","SCAMP5"
"AT3G52990",6.3563675612041e-10,0.546404744181497,0.034,0.135,1.13473873702616e-05,"0","AT3G52990"
"AT1G67350",6.56398555867466e-10,-0.345529585783974,0.021,0.108,1.1718027019346e-05,"0","AT1G67350"
"AT5G67220",6.60274437328839e-10,-1.49319268661426,0.007,0.079,1.17872192551944e-05,"0","AT5G67220"
"IIL1",6.68217356652372e-10,-1.22763430035504,0.007,0.079,1.19290162509581e-05,"0","IIL1"
"STT3B",6.69550387553396e-10,-0.774209989078485,0.007,0.079,1.19528135186032e-05,"0","STT3B"
"CR88",6.7029248134465e-10,0.489212780626204,0.053,0.17,1.19660613769647e-05,"0","CR88"
"AT5G41770",6.75580193870153e-10,-1.12739126699789,0.007,0.079,1.206045762097e-05,"0","AT5G41770"
"SRF8",6.78953428151492e-10,-0.464042251184759,0.007,0.079,1.21206765993604e-05,"0","SRF8"
"AT1G77840",7.52883204954709e-10,-1.12080911845516,0.005,0.075,1.34404709748515e-05,"0","AT1G77840"
"AT2G46230",7.55977005262751e-10,-0.644716184372032,0.005,0.075,1.34957014979506e-05,"0","AT2G46230"
"AT3G13230",7.55977005262751e-10,-0.961947612424313,0.005,0.075,1.34957014979506e-05,"0","AT3G13230"
"UBA1",7.77550350173693e-10,-0.984047245248646,0.012,0.09,1.38808288513008e-05,"0","UBA1"
"TAP46",7.99849379924605e-10,-2.47978717872604,0.003,0.071,1.42789111304141e-05,"0","TAP46"
"MYB13",8.07138067382978e-10,-8.48574867936887,0,0.062,1.44090287789209e-05,"0","MYB13"
"GAUT14",8.07138067382978e-10,-8.96681706127413,0,0.062,1.44090287789209e-05,"0","GAUT14"
"AT4G31810",8.10075878094073e-10,-1.54104632482119,0.003,0.071,1.44614745757354e-05,"0","AT4G31810"
"RID2",8.11792647832151e-10,-1.40764956698768,0.003,0.071,1.44921223490996e-05,"0","RID2"
"MOR1",8.12826695070301e-10,-0.707932495254549,0.009,0.083,1.4510582160395e-05,"0","MOR1"
"PABN1",8.21530260350294e-10,-0.487071386728542,0.009,0.083,1.46659582077734e-05,"0","PABN1"
"U2AF35B",8.25816052205384e-10,-3.36153389552336,0.002,0.067,1.47424681639705e-05,"0","U2AF35B"
"SMAP1",8.29489571217744e-10,0.500703627486757,0.039,0.144,1.48080478253792e-05,"0","SMAP1"
"AT4G16630",8.31270984785821e-10,-2.23448129398134,0.002,0.067,1.48398496203965e-05,"0","AT4G16630"
"AT5G41060",8.31270984785821e-10,-2.68670178151073,0.002,0.067,1.48398496203965e-05,"0","AT5G41060"
"HTB1",8.3309709329804e-10,-2.24980524732786,0.002,0.067,1.48724493095566e-05,"0","HTB1"
"PERK1",8.75557736312146e-10,-0.822315975617969,0.014,0.093,1.56304567086444e-05,"0","PERK1"
"PKT3",9.00197492775041e-10,0.186030243421284,0.067,0.192,1.607032564102e-05,"0","PKT3"
"AT3G24080",9.05259556675045e-10,-0.298205943795306,0.014,0.093,1.61606936057629e-05,"0","AT3G24080"
"APP1",9.48522578495071e-10,-0.863062404049374,0.007,0.078,1.6933025071294e-05,"0","APP1"
"CKB2",9.5153365414234e-10,-1.3801668202771,0.01,0.086,1.69867787937491e-05,"0","CKB2"
"ATGRIP",9.54195342544968e-10,-0.808716843367877,0.007,0.078,1.70342952551128e-05,"0","ATGRIP"
"AT1G26550",9.67822972010332e-10,-0.942954099618486,0.01,0.086,1.72775756963284e-05,"0","AT1G26550"
"GTA2",9.71479579151133e-10,-0.370345233127866,0.01,0.086,1.7342853447006e-05,"0","GTA2"
"AT3G12260",9.92975266147483e-10,-0.132361889349057,0.015,0.097,1.77265944512649e-05,"0","AT3G12260"
"AT4G10320",9.96484234702894e-10,-0.328048392293859,0.015,0.097,1.77892365579161e-05,"0","AT4G10320"
"FER1",1.00531108558227e-09,-0.895164123702229,0.015,0.097,1.79468134998146e-05,"0","FER1"
"RPN8A",1.01839751640252e-09,0.326166949485,0.024,0.114,1.81804324628177e-05,"0","RPN8A"
"CARA",1.0517397134664e-09,-1.7633315240258,0.005,0.074,1.87756573648022e-05,"0","CARA"
"AT1G11240",1.05389518360858e-09,-0.897524110274748,0.005,0.074,1.88141368177804e-05,"0","AT1G11240"
"AT3G15810",1.05821802912325e-09,-1.68896174278205,0.005,0.074,1.88913082559083e-05,"0","AT3G15810"
"J2",1.11236112814886e-09,-0.606313660209021,0.012,0.089,1.98578708597135e-05,"0","J2"
"AT5G08570",1.13346444928605e-09,-1.83257930450651,0.003,0.07,2.02346073486545e-05,"0","AT5G08570"
"HVA22D",1.14067651623435e-09,-2.42976776363423,0.003,0.07,2.03633571678156e-05,"0","HVA22D"
"AT4G22810",1.14123780218045e-09,-8.60751701524367,0,0.061,2.03733772445255e-05,"0","AT4G22810"
"SDN3",1.14123780218045e-09,-8.78822042129837,0,0.061,2.03733772445255e-05,"0","SDN3"
"AT1G50670",1.1436187406112e-09,-0.76439794531247,0.009,0.082,2.04158817573911e-05,"0","AT1G50670"
"SIP3",1.14430223163741e-09,-0.945963582086997,0.029,0.122,2.04280834391911e-05,"0","SIP3"
"XEG113",1.17723587432177e-09,-2.47025017374625,0.002,0.065,2.10160148283923e-05,"0","XEG113"
"HSD2",1.26051925932238e-09,0.315811916763086,0.021,0.106,2.25027898174231e-05,"0","HSD2"
"SKU5",1.26734100647312e-09,-0.459360479709217,0.014,0.092,2.26245716475582e-05,"0","SKU5"
"GER1",1.27465882335602e-09,2.21190145390784,0.2,0.105,2.27552093145516e-05,"0","GER1"
"SRC2",1.28064300915605e-09,-1.39907769923076,0.01,0.085,2.28620389994538e-05,"0","SRC2"
"RCA",1.28904482423622e-09,1.88884664948749,0.26,0.165,2.30120282022649e-05,"0","RCA"
"AT2G25670",1.33226658039492e-09,-0.812083245598607,0.01,0.085,2.37836229932101e-05,"0","AT2G25670"
"AT4G20980",1.35219140111376e-09,-0.133673361096138,0.027,0.119,2.41393208926828e-05,"0","AT4G20980"
"RPT2a",1.44837077363168e-09,0.489681674105431,0.029,0.122,2.58563150508728e-05,"0","RPT2a"
"IDH-V",1.47166591253068e-09,-1.71174816311698,0.005,0.073,2.62721798704978e-05,"0","IDH-V"
"AT4G27640",1.47769219595616e-09,-1.43972214749872,0.005,0.073,2.63797610822094e-05,"0","AT4G27640"
"AT1G16350",1.48829512836802e-09,-1.14454785388573,0.005,0.073,2.65690446316259e-05,"0","AT1G16350"
"MAP70-1",1.48987476107853e-09,-0.949507674845824,0.012,0.088,2.65972442347738e-05,"0","MAP70-1"
"TIM23-2",1.49286242130073e-09,-0.986039125967969,0.005,0.073,2.66505799450606e-05,"0","TIM23-2"
"ABCI21",1.49286242130073e-09,-1.64205986020633,0.005,0.073,2.66505799450606e-05,"0","ABCI21"
"AT1G80230",1.51190842138009e-09,-1.11364858778203,0.012,0.088,2.69905891384773e-05,"0","AT1G80230"
"AT3G62360",1.52030102201221e-09,0.201569725325966,0.017,0.099,2.7140413844962e-05,"0","AT3G62360"
"AT2G20360",1.52554231400321e-09,-0.368418812090327,0.017,0.099,2.72339813895853e-05,"0","AT2G20360"
"FKBP15-2",1.53343925327756e-09,0.105018054880298,0.017,0.099,2.7374957549511e-05,"0","FKBP15-2"
"AT1G15200",1.55408125059851e-09,-0.612180223595459,0.012,0.088,2.77434584856847e-05,"0","AT1G15200"
"ROP2",1.55555474753627e-09,-3.14941451777919,0.003,0.069,2.77697633530174e-05,"0","ROP2"
"ABCE2",1.56551989228505e-09,-0.300191005199075,0.012,0.088,2.79476611170728e-05,"0","ABCE2"
"MTN1",1.57185157462001e-09,-0.3096612212254,0.019,0.102,2.80606943101164e-05,"0","MTN1"
"TPR3",1.60901424108524e-09,-2.34860447913357,0.003,0.069,2.87241222318537e-05,"0","TPR3"
"AT1G75990",1.61241418334727e-09,-1.69691104382932,0.003,0.069,2.87848180011155e-05,"0","AT1G75990"
"MVD1",1.61241418334727e-09,-1.700419959555,0.003,0.069,2.87848180011155e-05,"0","MVD1"
"CKS2",1.61313788205866e-09,-9.18015639631341,0,0.06,2.87977374705112e-05,"0","CKS2"
"SAD2",1.61313836784695e-09,-8.05936470894093,0,0.06,2.87977461428038e-05,"0","SAD2"
"ASPGB1",1.61313836784695e-09,-8.49734275998313,0,0.06,2.87977461428038e-05,"0","ASPGB1"
"RR5",1.61313836784695e-09,-8.82848750613259,0,0.06,2.87977461428038e-05,"0","RR5"
"GLP5",1.65572392532813e-09,-2.57745926040886,0.002,0.064,2.95579835149578e-05,"0","GLP5"
"EDA14",1.66299245690395e-09,-2.74581394971671,0.002,0.064,2.96877413406493e-05,"0","EDA14"
"WIN1",1.6629929174611e-09,-3.08688786032544,0.002,0.064,2.96877495625156e-05,"0","WIN1"
"PFD1",1.6629929174611e-09,-2.07930549457072,0.002,0.064,2.96877495625156e-05,"0","PFD1"
"HTA11",1.6629929174611e-09,-2.82151707194112,0.002,0.064,2.96877495625156e-05,"0","HTA11"
"AT2G04520",1.72848419644503e-09,-0.1732274751781,0.022,0.108,3.08568998749366e-05,"0","AT2G04520"
"AT1G20580",1.75092626852304e-09,-0.229738785005434,0.014,0.091,3.12575357456733e-05,"0","AT1G20580"
"TIF3B1",1.77618380056847e-09,-0.286920088289586,0.014,0.091,3.17084332077483e-05,"0","TIF3B1"
"FER",1.77701423917024e-09,-1.8584370289912,0.007,0.076,3.17232581976671e-05,"0","FER"
"IAA7",1.84514604863047e-09,-1.11357587163963,0.007,0.076,3.29395472601512e-05,"0","IAA7"
"LARP1c",1.8524636527354e-09,-1.45164488734455,0.007,0.076,3.30701811286324e-05,"0","LARP1c"
"NIH",1.86718463130579e-09,-1.04141726473314,0.007,0.076,3.3332980038071e-05,"0","NIH"
"AT5G61240",1.86718505327377e-09,-1.0493462301322,0.007,0.076,3.33329875710433e-05,"0","AT5G61240"
"SNRK2.2",1.86776518321004e-09,-1.07368248295946,0.01,0.084,3.33433440506657e-05,"0","SNRK2.2"
"BGAL3",1.87500394350623e-09,0.154125233088881,0.024,0.112,3.34725703994733e-05,"0","BGAL3"
"emb2444",1.87603639377531e-09,-0.127559785669607,0.015,0.094,3.34910017016767e-05,"0","emb2444"
"SC35",1.87830168462565e-09,-0.994443521425945,0.01,0.084,3.35314416739372e-05,"0","SC35"
"AT1G26470",1.88201999292938e-09,-0.597944453776846,0.007,0.076,3.35978209137752e-05,"0","AT1G26470"
"SDH6",1.88535816910328e-09,-0.60724360082168,0.01,0.084,3.36574140348318e-05,"0","SDH6"
"AT1G60070",1.89586465736428e-09,-0.138633379503793,0.015,0.094,3.38449758632671e-05,"0","AT1G60070"
"AT5G09880",1.92463296213842e-09,0.358211453342541,0.01,0.084,3.43585476400951e-05,"0","AT5G09880"
"VAB2",1.92936605617049e-09,-0.231885904193793,0.015,0.094,3.44430428347556e-05,"0","VAB2"
"MOD1",1.9634443195542e-09,0.49010819665716,0.015,0.094,3.50514079926816e-05,"0","MOD1"
"AT3G16840",2.07530962334126e-09,-1.46851530589475,0.005,0.072,3.70484273958882e-05,"0","AT3G16840"
"AT1G61730",2.0965737393336e-09,-0.560771465172384,0.005,0.072,3.74280343945834e-05,"0","AT1G61730"
"NRPB12",2.0965737393336e-09,-0.799562914704483,0.005,0.072,3.74280343945834e-05,"0","NRPB12"
"AT3G11250",2.10085196060652e-09,-0.661369672765497,0.005,0.072,3.75044092007476e-05,"0","AT3G11250"
"UBP24",2.10085196060652e-09,-1.30924917563087,0.005,0.072,3.75044092007476e-05,"0","UBP24"
"TOM22-V",2.12264170349749e-09,0.272115206613327,0.017,0.098,3.78933996908372e-05,"0","TOM22-V"
"EMB2719",2.16389992131115e-09,-0.318439901351759,0.012,0.087,3.86299413952466e-05,"0","EMB2719"
"AT4G26630",2.19176150929499e-09,-1.35040273971018,0.009,0.079,3.91273264639341e-05,"0","AT4G26630"
"RANBP1",2.19576460883562e-09,-0.25135914116711,0.012,0.087,3.91987897969335e-05,"0","RANBP1"
"SDH4",2.19576503182126e-09,-0.547273236261362,0.012,0.087,3.91987973480731e-05,"0","SDH4"
"PYRB",2.22145196724517e-09,-0.868802185846047,0.009,0.079,3.96573605192608e-05,"0","PYRB"
"LUG",2.22617545386026e-09,-2.55308644267445,0.003,0.068,3.97416842023133e-05,"0","LUG"
"AT5G25757",2.24289858928299e-09,-0.949157679382049,0.009,0.079,4.004022561588e-05,"0","AT5G25757"
"AT1G48160",2.25451451908691e-09,-2.28355038637426,0.003,0.068,4.02475931947395e-05,"0","AT1G48160"
"AT1G12650",2.25451567542123e-09,-2.12836817038069,0.003,0.068,4.02476138376199e-05,"0","AT1G12650"
